index,Channel,Date,주차,Campaign,Ad Group,Ad Name,Impressions,Clicks,spends,Conversion Sales,Conversions,signup,Conversion Sales_MMP,Conversions_MMP,signup_MMP,install_MMP,CTR (%),CPC,CVR (%),CPA,ROAS
fastcampust_mo_conversion_purchaseua_interestimg3_promotion,meta,2023-01-02,1,fastcampust_mo_conversion_purchase,ua_interest,img3_promotion,13641,984,300062.0,5247282.0,38,10,352992.95999999996,3,9,8,7.213547393886079,304.9410569105691,3.861788617886179,7896.368421052632,17.487325952636454
fastcampust_mo_trafficlookalike_interestimg5_promotion,meta,2023-01-02,1,fastcampust_mo_traffic,lookalike_interest,img5_promotion,10025,368,244667.0,3109227.0,33,3,3109227.0,33,3,13,3.6708229426433916,664.8559782608696,8.967391304347826,7414.151515151515,12.707994948235765
fastcampust_mo_conversion_signuplookalike_interestimg1_tips,meta,2023-01-02,1,fastcampust_mo_conversion_signup,lookalike_interest,img1_tips,14040,582,50388.333333333336,1228507.2,8,5,5900139.2,24,13,21,4.145299145299145,86.577892325315,1.3745704467353952,6298.541666666667,24.380786557734922
fastcampust_mo_conversion_installretargeting_rivalimg5_promotion,meta,2023-01-02,1,fastcampust_mo_conversion_install,retargeting_rival,img5_promotion,5025,347,161024.1666666667,1400476.3199999998,26,3,1400476.3199999998,26,3,5,6.9054726368159205,464.04658981748327,7.492795389048991,6193.237179487181,8.697305187109594
fastcampust_mo_conversion_installua_rivalimg3_tips,meta,2023-01-02,1,fastcampust_mo_conversion_install,ua_rival,img3_tips,8562,124,166680.83333333334,5608594.079999999,28,6,5608594.079999999,28,6,13,1.4482597523943004,1344.2002688172045,22.58064516129032,5952.8869047619055,33.64870434013108
fastcampust_mo_conversion_purchaselookalike_rivalimg3_logo,meta,2023-01-02,1,fastcampust_mo_conversion_purchase,lookalike_rival,img3_logo,10871,761,169515.83333333334,5328141.119999999,13,9,5328141.119999999,13,9,6,7.000275963572808,222.75405168637758,1.7082785808147174,13039.679487179488,31.431524803484425
fastcampust_mo_trafficlookalike_rivalimg4_promotion,meta,2023-01-02,1,fastcampust_mo_traffic,lookalike_rival,img4_promotion,14011,117,137096.6666666667,519249.6,4,7,519249.6,4,7,7,0.8350581685818285,1171.766381766382,3.418803418803419,34274.16666666667,3.787470641153443
fastcampust_mo_conversion_purchaselookalike_rivalimg2_logo,meta,2023-01-02,1,fastcampust_mo_conversion_purchase,lookalike_rival,img2_logo,4821,948,84585.0,903395.5199999999,2,8,903395.5199999999,2,8,7,19.663970130678283,89.2246835443038,0.21097046413502107,42292.5,10.680327717680438
fastcampust_mo_conversion_installlookalike_interestimg2_tips,meta,2023-01-02,1,fastcampust_mo_conversion_install,lookalike_interest,img2_tips,3741,225,60168.333333333336,1054281.5999999999,3,6,1054281.5999999999,3,6,5,6.014434643143544,267.4148148148148,1.3333333333333335,20056.111111111113,17.52220049306113
fastcampust_mo_conversion_purchaseua_interestimg3_promotion,meta,2023-01-02,1,fastcampust_mo_conversion_purchase,ua_interest,img3_promotion,8660,834,59531.66666666667,352992.95999999996,3,9,352992.95999999996,3,9,8,9.630484988452656,71.38089528377299,0.3597122302158274,19843.88888888889,5.9294990341274945
fastcampust_mo_conversion_signuplookalike_rivalimg2_promotion,meta,2023-01-02,1,fastcampust_mo_conversion_signup,lookalike_rival,img2_promotion,12189,835,37295.833333333336,540547.2,2,5,540547.2,2,5,5,6.850438920338011,44.665668662674655,0.23952095808383234,18647.916666666668,14.493501061333927
fastcampust_mo_conversion_purchaselookalike_interestimg2_promotion,meta,2023-01-03,1,fastcampust_mo_conversion_purchase,lookalike_interest,img2_promotion,17419,357,339760.0,3022914.0,5,10,0.0,0,0,0,2.0494861932372697,951.7086834733893,1.400560224089636,67952.0,8.897203908641394
fastcampust_mo_conversion_signuplookalike_rivalimg2_logo,meta,2023-01-03,1,fastcampust_mo_conversion_signup,lookalike_rival,img2_logo,12295,994,178999.0,3490227.0,5,10,3490227.0,5,10,10,8.084587230581537,180.079476861167,0.5030181086519114,35799.8,19.498583790970898
fastcampust_mo_conversion_purchaseua_rivalimg1_promotion,meta,2023-01-03,1,fastcampust_mo_conversion_purchase,ua_rival,img1_promotion,7942,285,253880.0,1424008.0,9,5,1424008.0,9,5,12,3.588516746411483,890.8070175438596,3.1578947368421053,28208.88888888889,5.608980620765716
fastcampust_mo_trafficlookalike_interestimg2_promotion,meta,2023-01-03,1,fastcampust_mo_traffic,lookalike_interest,img2_promotion,6318,836,223919.0,1811030.0,12,2,1811030.0,12,2,8,13.232035454257677,267.8456937799043,1.4354066985645932,18659.916666666668,8.087879992318651
fastcampust_mo_trafficretargeting_interestimg2_logo,meta,2023-01-03,1,fastcampust_mo_traffic,retargeting_interest,img2_logo,9003,806,394395.0,1958388.0,27,5,1958388.0,27,5,5,8.952571365100521,489.32382133995037,3.3498759305210917,14607.222222222223,4.965549766097441
fastcampust_mo_conversion_installlookalike_rivalimg1_tips,meta,2023-01-03,1,fastcampust_mo_conversion_install,lookalike_rival,img1_tips,3510,887,361925.0,2196587.0,31,8,0.0,0,0,0,25.270655270655272,408.032694475761,3.494926719278467,11675.0,6.069177315742212
fastcampust_mo_trafficua_rivalimg1_logo,meta,2023-01-03,1,fastcampust_mo_traffic,ua_rival,img1_logo,14367,319,120908.0,3966491.0,12,5,0.0,0,0,0,2.220366116795434,379.0219435736677,3.761755485893417,10075.666666666666,32.805860654381846
fastcampust_mo_conversion_purchaseretargeting_rivalimg3_tips,meta,2023-01-03,1,fastcampust_mo_conversion_purchase,retargeting_rival,img3_tips,15245,748,374941.0,1836982.0,41,8,1836982.0,41,8,8,4.906526730075435,501.2580213903743,5.481283422459892,9144.90243902439,4.899389503948621
fastcampust_mo_conversion_installlookalike_rivalimg1_promotion,meta,2023-01-03,1,fastcampust_mo_conversion_install,lookalike_rival,img1_promotion,13370,866,360424.0,2130639.0,40,3,2130639.0,40,3,7,6.4771877337322366,416.19399538106234,4.618937644341801,9010.6,5.911479257763079
fastcampust_mo_conversion_purchaselookalike_interestimg4_logo,meta,2023-01-03,1,fastcampust_mo_conversion_purchase,lookalike_interest,img4_logo,18812,360,131305.0,1968315.0,16,2,1968315.0,16,2,10,1.913672124176058,364.7361111111111,4.444444444444445,8206.5625,14.99040402117208
fastcampust_mo_conversion_installlookalike_rivalimg5_promotion,meta,2023-01-03,1,fastcampust_mo_conversion_install,lookalike_rival,img5_promotion,7689,616,367244.0,3601920.0,46,9,0.0,0,0,0,8.011444921316166,596.1753246753246,7.467532467532467,7983.565217391304,9.80797507923887
fastcampust_mo_conversion_installua_interestimg5_promotion,meta,2023-01-03,1,fastcampust_mo_conversion_install,ua_interest,img5_promotion,12303,750,386107.0,1675095.0,51,5,1675095.0,51,5,14,6.0960741282613995,514.8093333333334,6.800000000000001,7570.725490196079,4.338421732835717
fastcampust_mo_trafficlookalike_interestimg4_tips,meta,2023-01-03,1,fastcampust_mo_traffic,lookalike_interest,img4_tips,14698,389,407972.5,3788785.4399999995,60,6,3788785.4399999995,60,6,11,2.6466185875629336,1048.7724935732647,15.424164524421593,6799.541666666667,9.28686477642488
fastcampust_mo_conversion_purchaselookalike_interestimg5_logo,meta,2023-01-03,1,fastcampust_mo_conversion_purchase,lookalike_interest,img5_logo,5624,410,290369.1666666667,1399921.9199999997,44,5,1399921.9199999997,44,5,9,7.290184921763869,708.2174796747968,10.731707317073171,6599.299242424243,4.821179659226902
fastcampust_mo_conversion_signuplookalike_interestimg5_promotion,meta,2023-01-03,1,fastcampust_mo_conversion_signup,lookalike_interest,img5_promotion,6839,878,254719.1666666667,4475446.56,39,4,4475446.56,39,4,15,12.838134230150608,290.1129460895976,4.441913439635535,6531.2606837606845,17.570120924024167
fastcampust_mo_conversion_signuplookalike_interestimg5_logo,meta,2023-01-03,1,fastcampust_mo_conversion_signup,lookalike_interest,img5_logo,3987,896,99965.83333333334,1140948.0,18,2,1140948.0,18,2,15,22.473037371457234,111.56901041666667,2.0089285714285716,5553.657407407408,11.413379571353545
fastcampust_mo_trafficretargeting_rivalimg2_logo,meta,2023-01-03,1,fastcampust_mo_traffic,retargeting_rival,img2_logo,17826,453,222662.5,3270257.28,12,8,0.0,0,0,0,2.541231908448334,491.5286975717439,2.6490066225165565,18555.208333333332,14.68705902430809
fastcampust_mo_conversion_signuplookalike_rivalimg2_promotion,meta,2023-01-03,1,fastcampust_mo_conversion_signup,lookalike_rival,img2_promotion,12164,661,227924.1666666667,910840.32,13,4,910840.32,13,4,7,5.4340677408747124,344.8171961674231,1.9667170953101363,17532.628205128207,3.9962428439283526
fastcampust_mo_conversion_signupretargeting_interestimg4_logo,meta,2023-01-03,1,fastcampust_mo_conversion_signup,retargeting_interest,img4_logo,10913,685,69539.16666666667,517667.04,5,8,517667.04,5,8,8,6.27691743791808,101.51703163017032,0.7299270072992701,13907.833333333334,7.44425141706712
fastcampust_mo_trafficua_rivalimg1_tips,meta,2023-01-03,1,fastcampust_mo_traffic,ua_rival,img1_tips,3579,766,176814.1666666667,3816397.4399999995,14,2,3816397.4399999995,14,2,9,21.402626431964237,230.82789382071368,1.8276762402088773,12629.583333333334,21.584228865522647
fastcampust_mo_conversion_purchaseua_rivalimg2_tips,meta,2023-01-03,1,fastcampust_mo_conversion_purchase,ua_rival,img2_tips,18040,235,145806.6666666667,2638501.92,13,4,0.0,0,0,0,1.3026607538802661,620.45390070922,5.531914893617021,11215.897435897437,18.095893557679116
fastcampust_mo_trafficlookalike_interestimg4_promotion,meta,2023-01-03,1,fastcampust_mo_traffic,lookalike_interest,img4_promotion,5175,550,136120.0,2529204.48,4,9,2529204.48,4,9,6,10.628019323671497,247.4909090909091,0.7272727272727273,34030.0,18.58069703203056
fastcampust_mo_conversion_purchaselookalike_rivalimg3_promotion,meta,2023-01-03,1,fastcampust_mo_conversion_purchase,lookalike_rival,img3_promotion,11083,540,105158.33333333334,1486958.4,3,4,1486958.4,3,4,12,4.8723269872778125,194.73765432098767,0.5555555555555556,35052.77777777778,14.140186068626672
fastcampust_mo_conversion_installretargeting_interestimg5_promotion,meta,2023-01-03,1,fastcampust_mo_conversion_install,retargeting_interest,img5_promotion,6447,312,83028.33333333334,546721.9199999999,3,6,546721.9199999999,3,6,10,4.839460214053048,266.116452991453,0.9615384615384616,27676.111111111113,6.584763273581306
fastcampust_mo_conversion_purchaseretargeting_rivalimg4_logo,meta,2023-01-03,1,fastcampust_mo_conversion_purchase,retargeting_rival,img4_logo,3107,116,40262.5,258232.32,3,8,258232.32,3,8,5,3.7335049887351146,347.0905172413793,2.586206896551724,13420.833333333334,6.413717975783918
fastcampust_mo_conversion_installlookalike_interestimg3_promotion,meta,2023-01-04,1,fastcampust_mo_conversion_install,lookalike_interest,img3_promotion,8470,104,241987.0,1627128.0,11,5,1627128.0,11,5,10,1.227863046044864,2326.798076923077,10.576923076923077,21998.81818181818,6.724030629744573
fastcampust_mo_trafficretargeting_interestimg2_logo,meta,2023-01-04,1,fastcampust_mo_traffic,retargeting_interest,img2_logo,18449,199,170020.0,5425136.0,9,9,0.0,0,0,0,1.0786492492818038,854.3718592964824,4.522613065326634,18891.11111111111,31.90881072814963
fastcampust_mo_conversion_installlookalike_interestimg1_promotion,meta,2023-01-04,1,fastcampust_mo_conversion_install,lookalike_interest,img1_promotion,4808,190,360639.0,5328072.0,22,3,5328072.0,22,3,5,3.951747088186356,1898.1,11.578947368421053,16392.68181818182,14.773976192258742
fastcampust_mo_conversion_signupretargeting_interestimg5_tips,meta,2023-01-04,1,fastcampust_mo_conversion_signup,retargeting_interest,img5_tips,9429,369,303938.0,3663108.0,22,3,3663108.0,22,3,10,3.913458479160038,823.680216802168,5.9620596205962055,13815.363636363636,12.05215537379334
fastcampust_mo_conversion_signupua_interestimg4_promotion,meta,2023-01-04,1,fastcampust_mo_conversion_signup,ua_interest,img4_promotion,12858,342,282314.0,2852004.0,22,5,2852004.0,22,5,6,2.6598226784881005,825.4795321637426,6.432748538011696,12832.454545454546,10.1022407673725
fastcampust_mo_conversion_signupua_rivalimg4_promotion,meta,2023-01-04,1,fastcampust_mo_conversion_signup,ua_rival,img4_promotion,17664,637,90240.0,570346.0,9,4,570346.0,9,4,6,3.6062047101449273,141.6640502354788,1.4128728414442702,10026.666666666666,6.320323581560284
fastcampust_mo_trafficlookalike_rivalimg4_logo,meta,2023-01-04,1,fastcampust_mo_traffic,lookalike_rival,img4_logo,18663,750,311459.0,2079146.0,33,9,2079146.0,33,9,7,4.018646519852114,415.27866666666665,4.3999999999999995,9438.151515151516,6.6755046410603
fastcampust_mo_trafficretargeting_rivalimg1_tips,meta,2023-01-04,1,fastcampust_mo_traffic,retargeting_rival,img1_tips,11048,424,258880.0,3278499.0,28,8,0.0,0,0,0,3.837798696596669,610.566037735849,6.60377358490566,9245.714285714286,12.664164864029667
fastcampust_mo_conversion_installlookalike_rivalimg1_logo,meta,2023-01-04,1,fastcampust_mo_conversion_install,lookalike_rival,img1_logo,15187,156,382794.0,4886334.0,46,8,4886334.0,46,8,9,1.0271943109238164,2453.8076923076924,29.48717948717949,8321.608695652174,12.764917945422342
fastcampust_mo_conversion_signupua_rivalimg2_promotion,meta,2023-01-04,1,fastcampust_mo_conversion_signup,ua_rival,img2_promotion,17272,628,262760.8333333334,1931012.64,39,9,1931012.64,39,9,13,3.635942566002779,418.4089702760086,6.210191082802548,6737.457264957266,7.348936352132641
fastcampust_mo_conversion_installlookalike_rivalimg2_tips,meta,2023-01-04,1,fastcampust_mo_conversion_install,lookalike_rival,img2_tips,11415,309,215493.33333333334,2018030.4,33,9,2018030.4,33,9,13,2.706964520367937,697.3894282632147,10.679611650485436,6530.101010101011,9.364699913377056
fastcampust_mo_conversion_signuplookalike_rivalimg2_promotion,meta,2023-01-04,1,fastcampust_mo_conversion_signup,lookalike_rival,img2_promotion,9964,486,114609.16666666667,573848.6399999999,18,9,573848.6399999999,18,9,13,4.877559213167403,235.8213305898491,3.7037037037037033,6367.175925925926,5.0070047334782695
fastcampust_mo_conversion_installua_rivalimg2_tips,meta,2023-01-04,1,fastcampust_mo_conversion_install,ua_rival,img2_tips,18183,762,58775.0,377030.87999999995,4,7,377030.87999999995,4,7,11,4.190727602705824,77.13254593175853,0.5249343832020997,14693.75,6.414817184176945
fastcampust_mo_conversion_purchaseretargeting_rivalimg4_logo,meta,2023-01-04,1,fastcampust_mo_conversion_purchase,retargeting_rival,img4_logo,16916,270,125730.83333333334,4187422.0799999996,9,2,4187422.0799999996,9,2,9,1.5961220146606763,465.6697530864198,3.3333333333333335,13970.092592592593,33.30465542130344
fastcampust_mo_conversion_purchaseua_interestimg2_logo,meta,2023-01-04,1,fastcampust_mo_conversion_purchase,ua_interest,img2_logo,18572,680,144265.0,2909616.48,11,2,2909616.48,11,2,5,3.6614258022830066,212.15441176470588,1.6176470588235297,13115.0,20.168554257789484
fastcampust_mo_conversion_purchaseua_interestimg4_promotion,meta,2023-01-04,1,fastcampust_mo_conversion_purchase,ua_interest,img4_promotion,4196,748,114406.66666666667,1942551.3599999999,11,7,1942551.3599999999,11,7,6,17.82650142993327,152.95008912655973,1.4705882352941175,10400.606060606062,16.979354583066254
fastcampust_mo_conversion_signuplookalike_rivalimg2_logo,meta,2023-01-04,1,fastcampust_mo_conversion_signup,lookalike_rival,img2_logo,3088,119,31989.166666666668,299982.24,2,3,299982.24,2,3,6,3.8536269430051813,268.81652661064425,1.680672268907563,15994.583333333334,9.377619715007684
fastcampust_mo_conversion_purchaselookalike_interestimg5_logo,meta,2023-01-05,1,fastcampust_mo_conversion_purchase,lookalike_interest,img5_logo,17076,840,383860.0,2089285.0,8,10,2089285.0,8,10,7,4.919184820801124,456.9761904761905,0.9523809523809524,47982.5,5.4428307195331636
fastcampust_mo_conversion_signupretargeting_rivalimg5_tips,meta,2023-01-05,1,fastcampust_mo_conversion_signup,retargeting_rival,img5_tips,10430,681,330191.0,4117374.0,7,5,0.0,0,0,0,6.529242569511026,484.86196769456683,1.0279001468428781,47170.142857142855,12.469673613151176
fastcampust_mo_conversion_purchaseretargeting_interestimg4_promotion,meta,2023-01-05,1,fastcampust_mo_conversion_purchase,retargeting_interest,img4_promotion,6723,313,177827.0,1715068.0,16,8,1715068.0,16,8,5,4.655659675739996,568.1373801916933,5.111821086261981,11114.1875,9.644587154931479
fastcampust_mo_trafficlookalike_rivalimg1_logo,meta,2023-01-05,1,fastcampust_mo_traffic,lookalike_rival,img1_logo,6327,279,69245.0,1176500.0,7,7,1176500.0,7,7,14,4.409672830725462,248.1899641577061,2.5089605734767026,9892.142857142857,16.99039641851397
fastcampust_mo_conversion_purchaselookalike_rivalimg2_tips,meta,2023-01-05,1,fastcampust_mo_conversion_purchase,lookalike_rival,img2_tips,9426,475,321846.0,1537381.0,43,3,1537381.0,43,3,11,5.039253129641417,677.5705263157895,9.05263157894737,7484.790697674419,4.776759692523753
fastcampust_mo_conversion_signuplookalike_rivalimg3_promotion,meta,2023-01-05,1,fastcampust_mo_conversion_signup,lookalike_rival,img3_promotion,3289,592,163643.0,1077710.0,22,2,1077710.0,22,2,8,17.999391912435392,276.4239864864865,3.7162162162162162,7438.318181818182,6.585738467273272
fastcampust_mo_conversion_signuplookalike_rivalimg3_promotion,meta,2023-01-05,1,fastcampust_mo_conversion_signup,lookalike_rival,img3_promotion,10800,457,392980.0,3575671.0,54,10,1077710.0,22,2,8,4.231481481481481,859.9124726477024,11.816192560175056,7277.407407407408,9.098862537533718
fastcampust_mo_trafficua_rivalimg2_logo,meta,2023-01-05,1,fastcampust_mo_traffic,ua_rival,img2_logo,15332,440,237885.0,2907213.0,33,5,2907213.0,33,5,8,2.869814766501435,540.6477272727273,7.5,7208.636363636364,12.221085818777981
fastcampust_mo_trafficlookalike_interestimg3_logo,meta,2023-01-05,1,fastcampust_mo_traffic,lookalike_interest,img3_logo,3805,148,342110.0,2301805.44,51,7,2301805.44,51,7,8,3.889618922470434,2311.554054054054,34.45945945945946,6708.0392156862745,6.728261202537196
fastcampust_mo_trafficlookalike_rivalimg5_logo,meta,2023-01-05,1,fastcampust_mo_traffic,lookalike_rival,img5_logo,8377,456,157826.6666666667,1112522.4,28,5,1112522.4,28,5,9,5.443476184791692,346.11111111111114,6.140350877192982,5636.666666666667,7.049014108304467
fastcampust_mo_conversion_signupua_rivalimg5_promotion,meta,2023-01-05,1,fastcampust_mo_conversion_signup,ua_rival,img5_promotion,3903,108,238825.0,891511.2,43,7,0.0,0,0,0,2.7671022290545735,2211.3425925925926,39.81481481481482,5554.069767441861,3.7329056840783
fastcampust_mo_trafficua_interestimg3_logo,meta,2023-01-05,1,fastcampust_mo_traffic,ua_interest,img3_logo,12181,674,149411.6666666667,3321447.8399999994,7,2,3321447.8399999994,7,2,9,5.533207454232,221.6790306627102,1.0385756676557862,21344.523809523813,22.23017729539192
fastcampust_mo_conversion_installretargeting_rivalimg5_promotion,meta,2023-01-05,1,fastcampust_mo_conversion_install,retargeting_rival,img5_promotion,14619,489,98336.66666666667,3916526.4,5,6,3916526.4,5,6,5,3.3449620357069567,201.09747784594413,1.0224948875255624,19667.333333333336,39.827731941290125
fastcampust_mo_trafficlookalike_rivalimg1_promotion,meta,2023-01-05,1,fastcampust_mo_traffic,lookalike_rival,img1_promotion,19828,133,92952.5,941340.9599999998,6,2,941340.9599999998,6,2,6,0.6707686100463991,698.890977443609,4.511278195488721,15492.083333333334,10.127118259325998
fastcampust_mo_trafficua_rivalimg4_promotion,meta,2023-01-05,1,fastcampust_mo_traffic,ua_rival,img4_promotion,14490,226,93599.16666666667,345349.44,7,9,345349.44,7,9,7,1.559696342305038,414.155604719764,3.0973451327433628,13371.309523809525,3.689663618800025
fastcampust_mo_conversion_installlookalike_interestimg1_logo,meta,2023-01-05,1,fastcampust_mo_conversion_install,lookalike_interest,img1_logo,6369,529,40330.0,417185.27999999997,2,3,417185.27999999997,2,3,10,8.30585649238499,76.23818525519849,0.3780718336483932,20165.0,10.34429159434664
